atividade_principal,data_situacao,tipo,nome,efr,telefone,email,situacao,bairro,logradouro,numero,cep,municipio,fantasia,porte,abertura,natureza_juridica,uf,cnpj,ultima_atualizacao,status,complemento,motivo_situacao,situacao_especial,data_situacao_especial,atividades_secundarias,capital_social,qsa,message,atividade_principal_code,possui_atividade_secundaria,atividade_secundaria_list,is_ativo,tem_situacao_especial,natureza_juridica_code,idade_empresa,tem_socios,socios_list,socios_count
Atividades de televisão aberta,03/11/2005,MATRIZ,TELEVISAO CENTRO AMERICA LTDA,,(061) 2240-060,,ATIVA,BAIRRO SANTA HELENA,RUA MARECHAL DEODORO,504,78.005-100,CUIABA,,DEMAIS,02/04/1976,Sociedade Empresária Limitada,MT,03.476.876/0001-05,2020-07-04T23:59:59.000Z,OK,,,,,"[{'text': 'Reprodução de vídeo em qualquer suporte', 'code': '18.30-0-02'}, {'text': 'Telecomunicações por satélite', 'code': '61.30-2-00'}, {'text': 'Portais, provedores de conteúdo e outros serviços de informação na internet', 'code': '63.19-4-00'}]",35600000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'UEZE ELIAS ZAHRAN'}, {'qual': '22-Sócio', 'nome': 'JOAO ELIAS ZAHRAN'}, {'qual': '22-Sócio', 'nome': 'LEONARDO CALARGE ZAHRAN'}, {'qual': '22-Sócio', 'nome': 'ANDRE LUIZ CALARGE ZAHRAN'}, {'qual': '22-Sócio', 'nome': 'GUILHERME CALARGE ZAHRAN'}, {'qual': '22-Sócio', 'nome': 'ANA PAULA CASTELLO ZAHRAN'}, {'qual': '22-Sócio', 'nome': 'GISELLE CASTELLO ZAHRAN'}, {'qual': '22-Sócio', 'nome': 'PAULO JORGE CASTELLO ZAHRAN'}, {'qual': '22-Sócio', 'nome': 'BIANCA SUAREZ ZAHRAN'}, {'qual': '22-Sócio', 'nome': 'BARBARA SUAREZ ZAHRAN'}, {'qual': '22-Sócio', 'nome': 'BRUNA SUAREZ ZAHRAN'}, {'qual': '22-Sócio', 'nome': 'LIVIA SUAREZ ZAHRAN DE ARRUDA'}, {'qual': '22-Sócio', 'nome': 'JORGE ELIAS ZAHRAN NETO'}, {'qual': '49-Sócio-Administrador', 'nome': 'EDUARDO ELIAS ZAHRAN FILHO'}, {'qual': '22-Sócio', 'nome': 'LAILA ZAHRAN SILVEIRA'}, {'qual': '22-Sócio', 'nome': 'UEZE ELIAS ZAHRAN SOBRINHO'}, {'qual': '22-Sócio', 'nome': 'PATRICIA LUCI CASIMIRO ZAHRAN'}, {'qual': '22-Sócio', 'nome': 'ANDREA KARIN CASIMIRO ZAHRAN LOURENCO'}, {'qual': '22-Sócio', 'nome': 'MARCIA PELUFFO ZAHRAN'}, {'qual': '22-Sócio', 'nome': 'SIMONE LUCILA PELUFFO ZAHRAN'}, {'qual': '22-Sócio', 'nome': 'JEANNETTE ELIAS ZAHRAN'}]",,60.21-7-00,1,"['Portais, provedores de conteúdo e outros serviços de informação na internet', 'Reprodução de vídeo em qualquer suporte', 'Telecomunicações por satélite']",1,1,206-2,44,1,"['ANA PAULA CASTELLO ZAHRAN', 'ANDRE LUIZ CALARGE ZAHRAN', 'ANDREA KARIN CASIMIRO ZAHRAN LOURENCO', 'BARBARA SUAREZ ZAHRAN', 'BIANCA SUAREZ ZAHRAN', 'BRUNA SUAREZ ZAHRAN', 'EDUARDO ELIAS ZAHRAN FILHO', 'GISELLE CASTELLO ZAHRAN', 'GUILHERME CALARGE ZAHRAN', 'JEANNETTE ELIAS ZAHRAN', 'JOAO ELIAS ZAHRAN', 'JORGE ELIAS ZAHRAN NETO', 'LAILA ZAHRAN SILVEIRA', 'LEONARDO CALARGE ZAHRAN', 'LIVIA SUAREZ ZAHRAN DE ARRUDA', 'MARCIA PELUFFO ZAHRAN', 'PATRICIA LUCI CASIMIRO ZAHRAN', 'PAULO JORGE CASTELLO ZAHRAN', 'SIMONE LUCILA PELUFFO ZAHRAN', 'UEZE ELIAS ZAHRAN', 'UEZE ELIAS ZAHRAN SOBRINHO']",21
Serviços de comunicação multimídia - SCM,03/11/2005,MATRIZ,TUPI COMUNICACOES LTDA,,(65) 3623-8909/ (65) 3623-9270,,ATIVA,BOSQUE DA SAUDE,AV RUBENS DE MENDOCA,1731,78.050-000,CUIABA,,MICRO EMPRESA,06/09/1994,Sociedade Empresária Limitada,MT,00.184.371/0001-70,2020-07-29T07:04:20.404Z,OK,SALA 504,,,,"[{'text': 'Atividades de gravação de som e de edição de música', 'code': '59.20-1-00'}, {'text': 'Atividades de rádio', 'code': '60.10-1-00'}, {'text': 'Atividades de televisão aberta', 'code': '60.21-7-00'}, {'text': 'Programadoras', 'code': '60.22-5-01'}, {'text': 'Atividades relacionadas à televisão por assinatura, exceto programadoras', 'code': '60.22-5-02'}, {'text': 'Serviços de telecomunicações por fio não especificados anteriormente', 'code': '61.10-8-99'}, {'text': 'Telefonia móvel celular', 'code': '61.20-5-01'}, {'text': 'Telecomunicações por satélite', 'code': '61.30-2-00'}, {'text': 'Operadoras de televisão por assinatura por cabo', 'code': '61.41-8-00'}, {'text': 'Provedores de voz sobre protocolo internet - VOIP', 'code': '61.90-6-02'}, {'text': 'Outras atividades de telecomunicações não especificadas anteriormente', 'code': '61.90-6-99'}, {'text': 'Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet', 'code': '63.11-9-00'}, {'text': 'Agências de notícias', 'code': '63.91-7-00'}, {'text': 'Agências de publicidade', 'code': '73.11-4-00'}, {'text': 'Agenciamento de espaços para publicidade, exceto em veículos de comunicação', 'code': '73.12-2-00'}, {'text': 'Criação de estandes para feiras e exposições', 'code': '73.19-0-01'}, {'text': 'Promoção de vendas', 'code': '73.19-0-02'}, {'text': 'Marketing direto', 'code': '73.19-0-03'}, {'text': 'Consultoria em publicidade', 'code': '73.19-0-04'}, {'text': 'Outras atividades de publicidade não especificadas anteriormente', 'code': '73.19-0-99'}]",150000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'RICARDO DA CUNHA BARBOSA'}, {'qual': '22-Sócio', 'nome': 'CAROLINE DA SILVA BARBOSA COLETTI DUARTE'}]",,61.10-8-03,1,"['Agenciamento de espaços para publicidade, exceto em veículos de comunicação', 'Agências de notícias', 'Agências de publicidade', 'Atividades de gravação de som e de edição de música', 'Atividades de rádio', 'Atividades de televisão aberta', 'Atividades relacionadas à televisão por assinatura, exceto programadoras', 'Consultoria em publicidade', 'Criação de estandes para feiras e exposições', 'Marketing direto', 'Operadoras de televisão por assinatura por cabo', 'Outras atividades de publicidade não especificadas anteriormente', 'Outras atividades de telecomunicações não especificadas anteriormente', 'Programadoras', 'Promoção de vendas', 'Provedores de voz sobre protocolo internet - VOIP', 'Serviços de telecomunicações por fio não especificados anteriormente', 'Telecomunicações por satélite', 'Telefonia móvel celular', 'Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet']",1,1,206-2,26,1,"['CAROLINE DA SILVA BARBOSA COLETTI DUARTE', 'RICARDO DA CUNHA BARBOSA']",2
Administração pública em geral,26/02/2005,MATRIZ,MUNICIPIO DE NORTELANDIA,MUNICÍPIO DE NORTELANDIA,(65) 3346-1411,,ATIVA,CENTRO,RUA PREFEITO JOAO MACAUBA,82,78.430-000,NORTELANDIA,NORTELANDIA PREFEITURA GABINETE DO PREFEITO,DEMAIS,22/04/1975,Município,MT,03.425.170/0001-06,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
********,31/12/2008,MATRIZ,CLUBE DE TELEVISAO DE NATIVIDADE,,,,BAIXADA,CENTRO,PR FERREIRA RABELLO,SN,28.380-000,NATIVIDADE,,DEMAIS,18/04/1980,Associação Privada,RJ,30.398.010/0001-98,2020-07-04T23:59:59.000Z,OK,,INAPTIDAO (LEI 11.941/2009 ART.54),,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '16-Presidente', 'nome': 'MURILLO ALVES RIBEIRO'}]",,00.00-0-00,0,[],0,1,399-9,40,1,['MURILLO ALVES RIBEIRO'],1
Atividades de televisão aberta,03/11/2005,MATRIZ,TV O ESTADO LTDA,,(49) 3323-4555 / (49) 7234-555,contabilidade@ricsc.com.br,ATIVA,PRESIDENTE MEDICI,RUA SETE DE SETEMBRO,1920,89.806-150,CHAPECO,,DEMAIS,24/01/1985,Sociedade Empresária Limitada,SC,78.647.633/0001-83,2020-07-04T23:59:59.000Z,OK,D,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",1100000.0,"[{'qual': '22-Sócio', 'nome': 'WAGNER NEGRAO GARCIA'}, {'qual': '49-Sócio-Administrador', 'nome': 'LEONARDO PETRELLI NETO'}, {'qual': '22-Sócio', 'nome': 'ANDREI NIVALDO VIEIRA'}, {'qual': '22-Sócio', 'nome': 'GAIA PETRELLI WILMER'}, {'qual': '22-Sócio', 'nome': 'MARIA ALICE RICHTER PETRELLI'}]",,60.21-7-00,0,[],1,1,206-2,35,1,"['ANDREI NIVALDO VIEIRA', 'GAIA PETRELLI WILMER', 'LEONARDO PETRELLI NETO', 'MARIA ALICE RICHTER PETRELLI', 'WAGNER NEGRAO GARCIA']",5
Administração pública em geral,23/04/2005,MATRIZ,MUNICIPIO DE IBICARE,MUNICÍPIO DE IBICARE,,,ATIVA,CENTRO,RUA DON PEDRO II,133,89.640-000,IBICARE,IBICARE PREF GABINETE DO PREFEITO,DEMAIS,13/12/1974,Município,SC,82.939.448/0001-30,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
Administração pública em geral,30/09/2005,MATRIZ,MUNICIPIO DE IBIRAMA,MUNICÍPIO DE IBIRAMA,,,ATIVA,CENTRO,RUA DR GETULIO VARGAS,70,89.140-000,IBIRAMA,IBIRAMA PREF GABINETE DO PREFEITO,DEMAIS,20/12/1974,Município,SC,83.102.418/0001-37,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
Atividades de televisão aberta,08/07/2001,MATRIZ,FUNDACAO SECULO VINTE E UM,,,,ATIVA,BOSQUE,RUA PADRE VIEIRA,103,13.015-301,CAMPINAS,,DEMAIS,21/02/1990,Fundação Privada,SP,59.016.873/0001-35,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '16-Presidente', 'nome': 'JOVENTINA TECILLA'}, {'qual': '10-Diretor', 'nome': 'AGNALDO JOSE DOS SANTOS'}, {'qual': '10-Diretor', 'nome': 'JOSE MARIA ALBIERO'}, {'qual': '10-Diretor', 'nome': 'EDWARD JOHN DOUGHERTY'}, {'qual': '10-Diretor', 'nome': 'ADILSON ULPRIST'}, {'qual': '10-Diretor', 'nome': 'JOSE RAMON FERNANDEZ DE LA CIGONA Y NUNEZ'}, {'qual': '10-Diretor', 'nome': 'NILSO APARECIDO DA MOTTA'}, {'qual': '10-Diretor', 'nome': 'HERMENEGILDO APARECIDO DE ALMEIDA'}, {'qual': '10-Diretor', 'nome': 'JOSE DE JESUS GUARDA JUNIOR'}, {'qual': '10-Diretor', 'nome': 'AILTON FELIX JUNIOR'}, {'qual': '10-Diretor', 'nome': 'PAULO ROBERTO TOLEDO CORREA'}, {'qual': '10-Diretor', 'nome': 'AIR JOSE DE MENDONCA'}, {'qual': '10-Diretor', 'nome': 'CELIA MARIA SOUZA VICTORIA'}]",,60.21-7-00,0,[],1,1,306-9,30,1,"['ADILSON ULPRIST', 'AGNALDO JOSE DOS SANTOS', 'AILTON FELIX JUNIOR', 'AIR JOSE DE MENDONCA', 'CELIA MARIA SOUZA VICTORIA', 'EDWARD JOHN DOUGHERTY', 'HERMENEGILDO APARECIDO DE ALMEIDA', 'JOSE DE JESUS GUARDA JUNIOR', 'JOSE MARIA ALBIERO', 'JOSE RAMON FERNANDEZ DE LA CIGONA Y NUNEZ', 'JOVENTINA TECILLA', 'NILSO APARECIDO DA MOTTA', 'PAULO ROBERTO TOLEDO CORREA']",13
Atividades de televisão aberta,18/09/2004,MATRIZ,FUND SETORIAL DE RADIODIFUSAO EDUC DE SONS E IMAGENS,,(12) 2127-3000 / (12) 2127-3009 / (12) 2127-3000,contabilidade@novotempo.com,ATIVA,PINHAO DO BORBA,ESTRADA RADIALISTA PERCY LACERDA,1000,12.412-825,PINDAMONHANGABA,FUNDACAO SETORIAL - TV NOVO TEMPO,DEMAIS,12/02/1990,Fundação Privada,SP,60.133.972/0001-86,2020-07-04T23:59:59.000Z,OK,ANEXO COMUNICACAO,,,,"[{'text': 'Atividades de associações de defesa de direitos sociais', 'code': '94.30-8-00'}, {'text': 'Atividades de organizações associativas ligadas à cultura e à arte', 'code': '94.93-6-00'}, {'text': 'Atividades associativas não especificadas anteriormente', 'code': '94.99-5-00'}]",0.0,"[{'qual': '16-Presidente', 'nome': 'MARLON DE SOUZA LOPES'}, {'qual': '10-Diretor', 'nome': 'ANTONIO OLIVEIRA TOSTES'}, {'qual': '10-Diretor', 'nome': 'VALCIRIO ALVES FILHO'}, {'qual': '10-Diretor', 'nome': 'JOSIAS SOUZA DA SILVA'}, {'qual': '05-Administrador', 'nome': 'JOEL DISTLER'}]",,60.21-7-00,1,"['Atividades associativas não especificadas anteriormente', 'Atividades de associações de defesa de direitos sociais', 'Atividades de organizações associativas ligadas à cultura e à arte']",1,1,306-9,30,1,"['ANTONIO OLIVEIRA TOSTES', 'JOEL DISTLER', 'JOSIAS SOUZA DA SILVA', 'MARLON DE SOUZA LOPES', 'VALCIRIO ALVES FILHO']",5
Atividades de associações de defesa de direitos sociais,03/11/2005,MATRIZ,ESTATUTO DA FUNDACAO EDUCATIVA E CULTURAL LUCYKEISER,,,,ATIVA,RANCHO LEAL,RUA PADRE BERENGUE,S/N,55.790-000,TAQUARITINGA DO NORTE,FUNDALUC,DEMAIS,19/04/2001,Associação Privada,PE,04.401.356/0001-98,2020-07-04T23:59:59.000Z,OK,,,,,"[{'text': 'Atividades de organizações associativas ligadas à cultura e à arte', 'code': '94.93-6-00'}, {'text': 'Atividades associativas não especificadas anteriormente', 'code': '94.99-5-00'}]",0.0,"[{'qual': '16-Presidente', 'nome': 'JOAO FLORENTINO SILVA FILHO'}]",,94.30-8-00,1,"['Atividades associativas não especificadas anteriormente', 'Atividades de organizações associativas ligadas à cultura e à arte']",1,1,399-9,19,1,['JOAO FLORENTINO SILVA FILHO'],1
Atividades de rádio,16/10/2004,MATRIZ,TALISMA FM LTDA,,,,ATIVA,CENTRO,RUA FRANCISCO DE ASSIS,32,55.790-000,TAQUARITINGA DO NORTE,,DEMAIS,06/03/1998,Sociedade Empresária Limitada,PE,02.403.465/0001-19,2020-07-04T23:59:59.000Z,OK,A,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'AIRLON CUNHA SIMPLICIO'}, {'qual': '22-Sócio', 'nome': 'JOAO ANTONIO HOLANDA CALDAS'}]",,60.10-1-00,0,[],1,1,206-2,22,1,"['AIRLON CUNHA SIMPLICIO', 'JOAO ANTONIO HOLANDA CALDAS']",2
Atividades de televisão aberta,31/12/2004,MATRIZ,EMPRESA PORTOALEGRENSE DE COMUNICACAO LTDA,,,,ATIVA,ALTO TERESOPOLIS,R ORFANATROFIO,711,90.840-440,PORTO ALEGRE,,DEMAIS,14/04/1987,Sociedade Empresária Limitada,RS,91.654.806/0001-59,2020-07-10T14:32:57.141Z,OK,,,,,"[{'text': 'Atividades de rádio', 'code': '60.10-1-00'}]",5000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'OTAVIO DUMIT GADRET'}, {'qual': '22-Sócio', 'nome': 'ALEXANDRE ALVAREZ GADRET'}]",,60.21-7-00,1,['Atividades de rádio'],1,1,206-2,33,1,"['ALEXANDRE ALVAREZ GADRET', 'OTAVIO DUMIT GADRET']",2
Atividades de televisão aberta,15/09/2001,MATRIZ,REDE MULHER DE TELEVISAO LTDA,,(11) 4373-0912/ (11) 4373-0913,acorrea@recordnews.com.br,ATIVA,BELA VISTA,AV PAULISTA,326,01.310-000,SAO PAULO,RECORD NEWS,DEMAIS,22/01/1998,Sociedade Empresária Limitada,SP,02.344.518/0001-78,2020-07-13T19:41:38.443Z,OK,ANDAR 20,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",280000.0,"[{'qual': '22-Sócio', 'nome': 'ADILSON HIGINO DA SILVA'}, {'qual': '22-Sócio', 'nome': 'DJALMA BEZERRA DE ARAUJO'}, {'qual': '22-Sócio', 'nome': 'CELSO MACEDO BEZERRA JUNIOR'}, {'qual': '05-Administrador', 'nome': 'REINALDO GILLI COSTA DA SILVA'}]",,60.21-7-00,0,[],1,1,206-2,22,1,"['ADILSON HIGINO DA SILVA', 'CELSO MACEDO BEZERRA JUNIOR', 'DJALMA BEZERRA DE ARAUJO', 'REINALDO GILLI COSTA DA SILVA']",4
Atividades de televisão aberta,03/11/2005,MATRIZ,TELEVISAO ITAPOAN SOCIEDADE ANONIMA,,,contabilidade@recordtvitapoan.com.br,ATIVA,FEDERACAO,R JARDIM FEDERACAO,81,40.301-155,SALVADOR,,DEMAIS,05/09/1966,Sociedade Anônima Fechada,BA,15.122.492/0001-65,2020-08-06T16:40:57.626Z,OK,,,,,"[{'text': 'Portais, provedores de conteúdo e outros serviços de informação na internet', 'code': '63.19-4-00'}]",49264812.29,"[{'qual': '16-Presidente', 'nome': 'FABIO TUCILHO'}, {'qual': '10-Diretor', 'nome': 'PAULO SERGIO BATISTA'}]",,60.21-7-00,1,"['Portais, provedores de conteúdo e outros serviços de informação na internet']",1,1,205-4,54,1,"['FABIO TUCILHO', 'PAULO SERGIO BATISTA']",2
Administração pública em geral,03/11/2005,MATRIZ,AUTARQUIA UNIVERSIDADE DO SUDOESTE,,,,ATIVA,CAMPUS UNIVERSITARI,ESTD DO BEM QUERER,S/N,45.028-135,VITORIA DA CONQUISTA,,DEMAIS,13/07/1982,Autarquia Estadual ou do Distrito Federal,BA,13.069.489/0001-08,2020-08-20T22:13:15.444Z,OK,KM 04,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,111-2,38,0,[],0
Administração pública em geral,21/01/2005,MATRIZ,MUNICIPIO DE NIOAQUE,MUNICÍPIO DE NIOAQUE,(067) 2361-102,,ATIVA,CENTRO,AV GAL KLINGER,405,79.220-000,NIOAQUE,NIOAQUE GABINETE PREFEITO,DEMAIS,31/12/1974,Município,MS,03.073.699/0001-08,2020-07-14T22:01:42.436Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
Atividades de televisão aberta,03/11/2005,MATRIZ,REDE CENTRO OESTE DE RADIO E TELEVISAO LTDA,,(11) 3221-5701/ (11) 3338-0105,wjbarbosa@hotmail.com,ATIVA,VILA AMERICANA,AV CALOGERAS,315,79.004-383,CAMPO GRANDE,,DEMAIS,31/07/1973,Sociedade Empresária Limitada,MS,03.224.045/0001-38,2020-08-12T14:47:16.174Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '22-Sócio', 'qual_rep_legal': '05-Administrador', 'nome_rep_legal': 'EDUARDO GALHARDO', 'nome': 'FUNDACAO MATO-GROSSENSE DO SUL DE COMUNICACAO - FUMAGROS'}, {'qual': '49-Sócio-Administrador', 'nome': 'ZELINO JOSE FRANCISCO'}]",,60.21-7-00,0,[],1,1,206-2,47,1,"['FUNDACAO MATO-GROSSENSE DO SUL DE COMUNICACAO - FUMAGROS', 'ZELINO JOSE FRANCISCO']",2
Administração pública em geral,03/11/2005,MATRIZ,MUNICIPIO DE PARANAIBA,MUNICÍPIO DE PARANAIBA,,,ATIVA,SANTA MONICA,AVENIDA JUCA PINHE,S/N,79.500-000,PARANAIBA,PARANAIBA PREFEITURA MUNICIPAL,DEMAIS,13/04/1984,Município,MS,03.343.118/0001-00,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,36,0,[],0
Atividades de televisão aberta,03/11/2005,MATRIZ,TELEVISAO NOVA XAVANTINA LTDA,,(66) 3438-2352,heurekacontab@hotmail.com,ATIVA,CENTRO,RUA OSCAR NIEMEYER,257,78.690-000,NOVA XAVANTINA,TELEVISAO NOVA XAVANTINA,MICRO EMPRESA,22/05/1990,Sociedade Empresária Limitada,MT,26.538.785/0001-44,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",10000.0,"[{'qual': '22-Sócio', 'nome': 'NEY WELITON DO NASCIMENTO'}, {'qual': '49-Sócio-Administrador', 'nome': 'IGOR RODRIGUES TRAMPUSCH'}]",,60.21-7-00,0,[],1,1,206-2,30,1,"['IGOR RODRIGUES TRAMPUSCH', 'NEY WELITON DO NASCIMENTO']",2
Atividades de televisão aberta,03/11/2005,MATRIZ,TV GUAPOREI LTDA,,(65) 3266-5772 / (65) 3266-9000 / (65) 3266-5772,,ATIVA,CENTRO,RUA CEARA,389,78.250-000,PONTES E LACERDA,TV RECORD - CANAL 08,EMPRESA DE PEQUENO PORTE,30/09/1990,Sociedade Empresária Limitada,MT,26.566.737/0001-60,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",300000.0,"[{'qual': '22-Sócio', 'nome': 'NIVALDO DE FREITAS MIOTTO'}, {'qual': '49-Sócio-Administrador', 'nome': 'NEWTON DE FREITAS MIOTTO'}]",,60.21-7-00,0,[],1,1,206-2,29,1,"['NEWTON DE FREITAS MIOTTO', 'NIVALDO DE FREITAS MIOTTO']",2
Administração pública em geral,18/06/2005,MATRIZ,MUNICIPIO DE PRIMAVERA DO LESTE,MUNICÍPIO DE PRIMAVERA DO LESTE,(66) 3498-3333,contabilidade@pva.mt.gov.br,ATIVA,CENTRO,R MARINGA,444,78.850-000,PRIMAVERA DO LESTE,PREFEITURA MUNICIPAL DE PRIMAVERA DO LESTE,DEMAIS,30/12/1986,Município,MT,01.974.088/0001-05,2020-08-19T11:45:42.617Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,33,0,[],0
Administração pública em geral,26/02/2005,MATRIZ,MUNICIPIO DE BOTUVERA,MUNICÍPIO DE BOTUVERA,(47) 3359-1170 / (47) 3359-3200 / (47) 3359-3200,controladoria@botuvera.sc.gov.br,ATIVA,CENTRO,RUA JOAO MORELLI,66,88.295-000,BOTUVERA,MUNICIPIO DE BOTUVERA,DEMAIS,20/12/1974,Município,SC,83.102.350/0001-96,2020-07-04T23:59:59.000Z,OK,TERREO,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
Administração pública em geral,27/09/2003,MATRIZ,MUNICIPIO DE BRACO DO NORTE,MUNICÍPIO DE BRACO DO NORTE,,,ATIVA,CENTRO,RUA FELIPE SCHMIDT,SN,88.750-000,BRACO DO NORTE,BRACO DO NORTE PREF GABINETE DO PREFEITO,DEMAIS,23/12/1974,Município,SC,82.926.551/0001-45,2020-07-04T23:59:59.000Z,OK,PREFEITURA MUNICIP,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
Construção de estações e redes de distribuição de energia elétrica,24/09/2005,MATRIZ,COOPERATIVA DE ELETRIFICACAO DE BRACO DO NORTE,,(48) 3658-2499,cerbranorte@cerbranorte.com.br,ATIVA,CENTRO,R GOVERNADOR JORGE LACERDA,1761,88.750-000,BRACO DO NORTE,,DEMAIS,09/08/1973,Cooperativa,SC,86.433.042/0001-31,2020-08-05T19:35:04.630Z,OK,,,,,"[{'text': 'Manutenção de redes de distribuição de energia elétrica', 'code': '42.21-9-03'}]",0.0,"[{'qual': '16-Presidente', 'nome': 'ANTONIO JOSE DA SILVA'}, {'qual': '10-Diretor', 'nome': 'LUIZ ANTONIO ALVES BRESCIANINI'}]",,42.21-9-02,1,['Manutenção de redes de distribuição de energia elétrica'],1,1,214-3,47,1,"['ANTONIO JOSE DA SILVA', 'LUIZ ANTONIO ALVES BRESCIANINI']",2
Atividades de televisão aberta,03/11/2005,MATRIZ,TELEVISAO LIBERAL SA,,(91) 3216-1086/ (91) 3216-1045,deijair@oliberal.com.br,ATIVA,NAZARE,AV NAZARE,350,66.035-170,BELEM,TELEVISAO LIBERAL,DEMAIS,03/08/1973,Sociedade Anônima Fechada,PA,04.832.721/0001-19,2020-08-06T16:04:45.435Z,OK,,,,,"[{'text': 'Portais, provedores de conteúdo e outros serviços de informação na internet', 'code': '63.19-4-00'}]",300.0,"[{'qual': '16-Presidente', 'nome': 'RONALDO MAIORANA'}, {'qual': '10-Diretor', 'nome': 'ROSANGELA MAIORANA KZAN'}]",,60.21-7-00,1,"['Portais, provedores de conteúdo e outros serviços de informação na internet']",1,1,205-4,47,1,"['RONALDO MAIORANA', 'ROSANGELA MAIORANA KZAN']",2
Administração pública em geral,03/11/2005,MATRIZ,MUNICIPIO DE RIO MARIA,MUNICÍPIO DE RIO MARIA,,,ATIVA,,AVENIDA RIO MARIA,S/N,68.530-000,RIO MARIA,RIO MARIA GABINETE DO PREFEITO,DEMAIS,10/02/1983,Município,PA,04.144.176/0001-78,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,37,0,[],0
********,13/12/2018,MATRIZ,J S R T V TRANSMISSAO DE SINAIS LTDA,,,,INAPTA,CENTRO,RUA CASTRO ALVES,607,68.638-000,RONDON DO PARA,TV RONDON,MICRO EMPRESA,25/04/1988,Sociedade Empresária Limitada,PA,22.921.423/0001-87,2020-07-04T23:59:59.000Z,OK,ALTOS,OMISSAO DE DECLARACOES,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'JANILTON SILVA ROCHA'}, {'qual': '22-Sócio', 'nome': 'JAMES SILVA ROCHA'}]",,00.00-0-00,0,[],0,1,206-2,32,1,"['JAMES SILVA ROCHA', 'JANILTON SILVA ROCHA']",2
Atividades de televisão aberta,03/11/2005,FILIAL,TVSBT CANAL 5 DE PORTO ALEGRE S/A,,,,ATIVA,SANTA TEREZA,RUA CORREA LIMA,1949,90.850-250,PORTO ALEGRE,TVS EMISSORA DO SISTEMA BRASILEIRO DE TELEVISAO,DEMAIS,21/05/1985,Sociedade Anônima Fechada,RS,54.313.556/0002-48,2020-07-04T23:59:59.000Z,OK,1 ANDAR 2 PISO,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '10-Diretor', 'nome': 'JOSE ROBERTO DOS SANTOS MACIEL'}, {'qual': '10-Diretor', 'nome': 'JULIO CESAR GARCIA DANTAS'}, {'qual': '10-Diretor', 'nome': 'MARCELLO SASSATANI'}, {'qual': '10-Diretor', 'nome': 'FERNANDO JUSTUS FISCHER'}, {'qual': '10-Diretor', 'nome': 'JOSE RAIMUNDO LIMA DA CUNHA'}]",,60.21-7-00,0,[],1,1,205-4,35,1,"['FERNANDO JUSTUS FISCHER', 'JOSE RAIMUNDO LIMA DA CUNHA', 'JOSE ROBERTO DOS SANTOS MACIEL', 'JULIO CESAR GARCIA DANTAS', 'MARCELLO SASSATANI']",5
